reviews,seat_type,date,country,recommend
British Airways customer review,First Class,2015-05-27,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-27,United Kingdom,yes
British Airways customer review,Business Class,2015-05-27,United Kingdom,yes
British Airways customer review,Economy Class,2015-05-27,United Kingdom,yes
British Airways customer review,Economy Class,2015-05-25,United Kingdom,yes
British Airways customer review,Business Class,2015-05-25,United Kingdom,yes
British Airways customer review,First Class,2015-05-22,Italy,yes
British Airways customer review,Premium Economy,2015-05-22,Ireland,yes
British Airways customer review,Business Class,2015-05-22,Belgium,yes
British Airways customer review,Business Class,2015-05-22,United Kingdom,yes
British Airways customer review,Business Class,2015-05-22,United Kingdom,yes
British Airways customer review,Business Class,2015-05-20,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-20,United Kingdom,yes
British Airways customer review,Business Class,2015-05-20,Australia,yes
British Airways customer review,Economy Class,2015-05-20,United States,yes
British Airways customer review,Business Class,2015-05-20,Spain,yes
British Airways customer review,Premium Economy,2015-05-20,Switzerland,no
British Airways customer review,Business Class,2015-05-20,India,no
British Airways customer review,Economy Class,2015-05-20,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-20,United Kingdom,no
British Airways customer review,Business Class,2015-05-20,United Kingdom,yes
British Airways customer review,Business Class,2015-05-18,Kuwait,yes
British Airways customer review,Premium Economy,2015-05-18,United Kingdom,yes
British Airways customer review,Economy Class,2015-05-18,Belgium,yes
British Airways customer review,First Class,2015-05-18,United States,no
British Airways customer review,Business Class,2015-05-16,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-16,Spain,yes
British Airways customer review,Economy Class,2015-05-16,Spain,yes
British Airways customer review,Business Class,2015-05-13,United Kingdom,yes
British Airways customer review,Business Class,2015-05-12,Belgium,yes
British Airways customer review,Business Class,2015-05-12,United Kingdom,yes
British Airways customer review,Business Class,2015-05-12,Argentina,yes
British Airways customer review,First Class,2015-05-11,United Kingdom,yes
British Airways customer review,Business Class,2015-05-11,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-11,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-11,United Kingdom,yes
British Airways customer review,First Class,2015-05-10,United Kingdom,yes
British Airways customer review,Economy Class,2015-05-10,United Kingdom,yes
British Airways customer review,Business Class,2015-05-08,Belgium,yes
British Airways customer review,Economy Class,2015-05-08,United Kingdom,yes
British Airways customer review,First Class,2015-05-08,United Arab Emirates,no
British Airways customer review,Business Class,2015-05-08,United Kingdom,yes
British Airways customer review,Economy Class,2015-05-08,Belgium,yes
British Airways customer review,Premium Economy,2015-05-05,United Kingdom,yes
British Airways customer review,Business Class,2015-05-04,Australia,yes
British Airways customer review,Economy Class,2015-05-04,Australia,no
British Airways customer review,Economy Class,2015-05-02,Spain,yes
British Airways customer review,Economy Class,2015-05-02,United Kingdom,yes
British Airways customer review,Premium Economy,2015-05-01,Greece,no
British Airways customer review,Economy Class,2015-05-01,New Zealand,yes
British Airways customer review,Economy Class,2015-04-30,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-30,United Kingdom,yes
British Airways customer review,Business Class,2015-04-30,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-30,United Kingdom,yes
British Airways customer review,Business Class,2015-04-26,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-24,United Kingdom,no
British Airways customer review,Business Class,2015-04-24,United Kingdom,no
British Airways customer review,Economy Class,2015-04-24,United Kingdom,no
British Airways customer review,First Class,2015-04-24,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-23,Turkey,no
British Airways customer review,Business Class,2015-04-23,Australia,yes
British Airways customer review,Business Class,2015-04-23,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-23,United Kingdom,no
British Airways customer review,Business Class,2015-04-23,Australia,yes
British Airways customer review,Business Class,2015-04-22,Thailand,no
British Airways customer review,Economy Class,2015-04-22,Australia,no
British Airways customer review,Economy Class,2015-04-22,Australia,no
British Airways customer review,Business Class,2015-04-22,United Kingdom,no
British Airways customer review,Premium Economy,2015-04-20,United Kingdom,yes
British Airways customer review,Business Class,2015-04-19,Turkey,no
British Airways customer review,Economy Class,2015-04-19,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-19,United Kingdom,no
British Airways customer review,First Class,2015-04-19,United Kingdom,yes
British Airways customer review,Business Class,2015-04-19,United Kingdom,yes
British Airways customer review,Business Class,2015-04-17,United Kingdom,no
British Airways customer review,Business Class,2015-04-17,United States,yes
British Airways customer review,Premium Economy,2015-04-17,United Kingdom,yes
British Airways customer review,Business Class,2015-04-17,United States,no
British Airways customer review,Premium Economy,2015-04-16,United Kingdom,no
British Airways customer review,Business Class,2015-04-16,United Kingdom,no
British Airways customer review,Business Class,2015-04-14,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-14,United Kingdom,no
British Airways customer review,Economy Class,2015-04-14,United Kingdom,yes
British Airways customer review,Business Class,2015-04-14,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-14,United Kingdom,no
British Airways customer review,Economy Class,2015-04-14,Australia,no
British Airways customer review,Business Class,2015-04-14,United Kingdom,no
British Airways customer review,Premium Economy,2015-04-14,United Kingdom,no
British Airways customer review,Economy Class,2015-04-12,United Kingdom,yes
British Airways customer review,Business Class,2015-04-12,United Kingdom,yes
British Airways customer review,First Class,2015-04-10,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-10,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-10,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-10,United Kingdom,yes
British Airways customer review,Business Class,2015-04-08,China,yes
British Airways customer review,Economy Class,2015-04-08,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-08,,no
British Airways customer review,Economy Class,2015-04-06,Ireland,no
British Airways customer review,Economy Class,2015-04-06,United Kingdom,no
British Airways customer review,Economy Class,2015-04-06,Austria,yes
British Airways customer review,Economy Class,2015-04-06,United States,yes
British Airways customer review,Premium Economy,2015-04-06,Ireland,no
British Airways customer review,Business Class,2015-04-04,Austria,yes
British Airways customer review,Economy Class,2015-04-01,United Kingdom,yes
British Airways customer review,Economy Class,2015-04-01,United States,yes
British Airways customer review,First Class,2015-04-01,Germany,no
British Airways customer review,First Class,2015-03-28,Belgium,yes
British Airways customer review,Economy Class,2015-03-28,United Kingdom,no
British Airways customer review,Economy Class,2015-03-28,United Kingdom,yes
British Airways customer review,Business Class,2015-03-28,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-28,United Kingdom,no
British Airways customer review,Business Class,2015-03-26,India,no
British Airways customer review,Business Class,2015-03-26,United Kingdom,yes
British Airways customer review,Business Class,2015-03-26,United Kingdom,yes
British Airways customer review,Business Class,2015-03-25,United Kingdom,no
British Airways customer review,Economy Class,2015-03-25,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-25,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-25,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-25,Switzerland,yes
British Airways customer review,Economy Class,2015-03-23,India,yes
British Airways customer review,Business Class,2015-03-20,United Kingdom,no
British Airways customer review,Business Class,2015-03-20,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-20,Cyprus,no
British Airways customer review,Business Class,2015-03-19,Australia,no
British Airways customer review,Business Class,2015-03-19,Canada,yes
British Airways customer review,Business Class,2015-03-18,United Kingdom,no
British Airways customer review,Economy Class,2015-03-18,United Kingdom,no
British Airways customer review,Business Class,2015-03-18,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-18,United Kingdom,no
British Airways customer review,Business Class,2015-03-17,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-17,United Kingdom,no
British Airways customer review,Economy Class,2015-03-17,United Kingdom,no
British Airways customer review,Economy Class,2015-03-17,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-17,United Kingdom,no
British Airways customer review,Business Class,2015-03-17,United Kingdom,yes
British Airways customer review,Business Class,2015-03-17,United Kingdom,yes
British Airways customer review,Business Class,2015-03-17,United Kingdom,no
British Airways customer review,Business Class,2015-03-17,United Kingdom,yes
British Airways customer review,Business Class,2015-03-09,Ireland,no
British Airways customer review,Economy Class,2015-03-09,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-09,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-09,United Kingdom,no
British Airways customer review,Premium Economy,2015-03-04,France,yes
British Airways customer review,Business Class,2015-03-04,United Kingdom,yes
British Airways customer review,Business Class,2015-03-04,United Kingdom,yes
British Airways customer review,Premium Economy,2015-03-04,United Kingdom,yes
British Airways customer review,Economy Class,2015-03-04,United Kingdom,no
British Airways customer review,Economy Class,2015-03-04,United Kingdom,no
British Airways customer review,First Class,2015-03-04,United States,no
British Airways customer review,Premium Economy,2015-03-04,United Kingdom,no
British Airways customer review,Economy Class,2015-03-04,United States,no
British Airways customer review,Economy Class,2015-02-24,United Kingdom,no
British Airways customer review,Economy Class,2015-02-24,United Kingdom,yes
British Airways customer review,Economy Class,2015-02-24,United Kingdom,no
British Airways customer review,Business Class,2015-02-24,Ireland,no
